Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HBM,Hudbay Minerals Inc.,5.05,1319424363,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hbm
HUD,Hudson Ltd.,22.56,2087049965,n/a,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",32.72,5127391788,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp
HUM,Humana Inc.,338.52,46635668538,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum
HCFT,"Hunt Companies Finance Trust, Inc.",3.75,88811865,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcft
HCFT^A,"Hunt Companies Finance Trust, Inc.",25.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hcft^a
HII,"Huntington Ingalls Industries, Inc.",256.08,11092971263,n/a,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,27.23,6504360473,n/a,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hun
HUYA,HUYA Inc.,23.58,4805534628,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/huya
H,Hyatt Hotels Corporation,79.59,8861456923,n/a,2009,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",61.53,1018670252,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,3.68,1716967222,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,8.49,27317135586,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",99.23,5000487765,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,150.66,11552653395,n/a,1989,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,5.34,132712237.9,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/idt
ITW,Illinois Tool Works Inc.,141.12,47325012114,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
IMAX,Imax Corporation,25.8,1613065433,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",4.94,188968659.1,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,35.9,530909268.1,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",10.53,923021428.7,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",22.13,606139239.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",54.22,2711000000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba
INFY,Infosys Limited,10.17,1.77706E+11,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",21.15,929799832.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hifr
ING,"ING Group, N.V.",12.97,50451985633,n/a,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
ISF,"ING Group, N.V.",25.51,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",25.35,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg
IR,Ingersoll-Rand plc (Ireland),102.3,25095168602,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,101.88,4283712294,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,104.96,7455009979,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",48.24,170073207.4,n/a,2016,Finance,Real Estate,https://www.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",28.425,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iipr^a
IPHI,Inphi Corporation,37.98,1665441762,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi
INSI,Insight Select Income Fund,18.62,199420851.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",117.95,4944913979,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp
INSP,"Inspire Medical Systems, Inc.",42.08,898569166.4,n/a,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/insp
IBP,"Installed Building Products, Inc.",39,1232647611,n/a,2014,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",35.4,1232957397,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,82.95,2668165801,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr
I,Intelsat S.A.,30,4101000000,n/a,2013,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,74.89,42944662630,n/a,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,62.79,11972165470,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ihg
IBM,International Business Machines Corporation,151.21,1.3802E+11,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
IFF,"International Flavors & Fragrances, Inc.",139.12,12759529920,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iff
IFFT,"International Flavors & Fragrances, Inc.",57.5,0,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ifft
IGT,International Game Technology,19.75,4032971251,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/igt
IP,International Paper Company,49.15,20096356895,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",20.02,584161317.7,n/a,2016,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/insw
INSW^A,"International Seaways, Inc.",24.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insw^a
IPG,"Interpublic Group of Companies, Inc. (The)",22.87,8777172555,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,67.3,4819285700,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn
IPI,"Intrepid Potash, Inc",3.59,470673771,n/a,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi
IVC,Invacare Corporation,14.55,483584018.3,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,17.62,200463955.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,11.7,560024419.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,11.47,849861437.5,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,9.91,237733239.6,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,9.29,81539593.44,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,13.66,110897740.1,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,15.82,1766195234,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,24.34,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,25.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.68,517743567.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,11.44,771222188.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,11.54,638395419.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,11.89,283333278.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,22.88,9400223610,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,11.58,612394369.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.3,774155488,n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,12.47,242887579.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,11.88,644196516.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,13.84,651262209.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",21.66,714544252.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,5.98,714652751,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,24.78,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,16.73,1155171417,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,22.91,11925576188,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,15.55,217746634.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",129.74,26283623757,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,34.52,9877752429,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,16.95,980856599.7,n/a,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,6.03,7719612916,n/a,2014,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/icl
STAR          ,iStar Inc.,11.17,759202995.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/star
STAR^D,iStar Inc.,24.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,24.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,24.2999,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,15.59,5325614249,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,10.98,71106081777,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
ITT,ITT Inc.,61.26,5366376000,n/a,2011,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,14.26,236291551.1,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,112.84,3.79242E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,24.94,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,25.58,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^b
JPM^D,J P Morgan Chase & Co,25.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^d
JPM^E,J P Morgan Chase & Co,25.79,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,25.78,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,25.76,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.82,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",11.9,174872594.4,n/a,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",6.18,270361138.3,n/a,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jill
JCP,"J.C. Penney Company, Inc. Holding Company",1.66,522726968.2,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),102.61,11670611032,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,27.08,4561483668,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,76.5,10855663574,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec
JAG,Jagged Peak Energy Inc.,13.83,2948268779,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,15.26,6737658041,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,26.96,5279538679,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,11.07,313656195.5,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/jof
JBGS,JBG SMITH Properties,36.83,4431716186,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,21.96,7319972784,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",24.66,2587554368,n/a,2017,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",19.29,373546895.6,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",24.82,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,4.89,821644783,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,10.77,421261657.2,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.31,113911442.2,n/a,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.375,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,25.3684,0,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JBT,John Bean Technologies Corporation,119.3,3770502507,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,37,689528670,n/a,1994,n/a,n/a,https://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,15.76,192345583.4,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,13.37,155714841.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.0803,140011574.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,21.17,450235007.3,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,21.98,571551522.9,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,18.65,588910770.3,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,16.23,786126926.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,23.31,824823440.9,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,7.42,81912934.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,138.17,3.70676E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,35,32372276335,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",6,30859422,n/a,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,144.32,6571838360,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll
JMEI,Jumei International Holding Limited,2.13,319254370.5,n/a,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",29.97,10333506450,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,8.62,284666500.7,n/a,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",3.1,462678813,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",20.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/je^a
LRN,K12 Inc,17.7,700441321.2,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,107.85,1196972470,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",3.34,377759931.8,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,66.78,1869552045,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,113.28,11572588852,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,25.7138,0,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,33.91,3317767320,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",59.69,8015701397,n/a,2009,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kar
KMF,"Kayne Anderson Midstream Energy Fund, Inc",12.8,282037376,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP/Midstream Investment Company,17.85,2065477657,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP/Midstream Investment Company,25.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,48.28,19130161781,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/kb
KBH,KB Home,23.91,2096639232,n/a,1986,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",21.13,2972963869,n/a,2006,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.84,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kap
FRAC,"Keane Group, Inc.",12.37,1356072915,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/frac
K,Kellogg Company,70.02,24274019163,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,18.55,1064091812,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,25.6,0,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,80.45,5208627206,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,43.56,3572940045,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,21.5,3100398363,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,17.28,930126222.7,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ken
KDP,Keurig Dr Pepper Inc.,23.17,32176954338,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kdp
KEG,"Key Energy Services, Inc.",11.44,231597594.8,n/a,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/keg
KEY,KeyCorp,19.89,20924997830,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,26.73,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^i
KEY^J,KeyCorp,24.71,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^j
KEYS,Keysight Technologies Inc.,66.28,12422731419,n/a,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,71.69,7215712129,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,19.62,526590244.4,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,113.64,39508598439,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,16.74,7053936572,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,23.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,24.07,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,22.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,22.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",17.73,39127077638,n/a,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
KMI^A,"Kinder Morgan, Inc.",33.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kmi^a
KFS,"Kingsway Financial Services, Inc.",2.8,66250394,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,2.7,3375617817,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,82.25,4924554250,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,18.99,3985187506,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,16.65,1393087302,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,27.27,22603384572,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,26.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,26.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,16.41,333784569.2,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,20.17,1170315640,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref
KMG,"KMG Chemicals, Inc.",75.56,1171915425,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",34.48,6141171977,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",23.45,1158610190,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,21.7,709461839.8,n/a,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,16.62,1497466853,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,74.55,12428442446,n/a,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,45.51,42392362116,n/a,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg
KOP,Koppers Holdings Inc.,31.15,659666042,n/a,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,13.17,16909333788,n/a,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",36.64,205468069.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,49.24,2803753224,n/a,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,9.35,4052260959,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
