Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
YI,"111, Inc.",13.72,98441000,7175000,2018,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/yi
PIH,"1347 Property Insurance Holdings, Inc.",6.7,40097932.2,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pih
PIHPP,"1347 Property Insurance Holdings, Inc.",25.142,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pihpp
TURN,180 Degree Capital Corp.,2.1708,67558686.79,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/turn
FLWS,"1-800 FLOWERS.COM, Inc.",11.775,760563393.5,n/a,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws
FCCY,1st Constitution Bancorp (NJ),20.625,172823928.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fccy
SRCE,1st Source Corporation,52.6,1365763050,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/srce
VNET,"21Vianet Group, Inc.",10.1,626772710.4,62056704,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet
TWOU,"2U, Inc.",75.2,4318348720,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twou
TPNL,"3PEA International, Inc.",3.68,160708415.2,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tpnl
JOBS,"51job, Inc.",76.95,2803763358,36436171,2004,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs
EGHT,8x8 Inc,21.25,1983090120,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght
AVHI,"A V Homes, Inc.",20,447230220,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/avhi
AAON,"AAON, Inc.",37.8,1975608117,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon
ABEO,Abeona Therapeutics Inc.,12.775,612475465.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo
ABEOW,Abeona Therapeutics Inc.,8.53,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow
ABIL,Ability Inc.,3.46,11434182.42,n/a,2014,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil
ABMD,"ABIOMED, Inc.",449.75,20183502710,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd
ABP,Abpro Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abp
AXAS,Abraxas Petroleum Corporation,2.32,386774988.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas
ACIU,AC Immune SA,7.99,538227893.1,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu
ACIA,"Acacia Communications, Inc.",41.37,1677561650,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,3.15,155909451.6,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg
ACHC,"Acadia Healthcare Company, Inc.",35.2,3107257930,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,20.77,2596389637,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad
ACST,"Acasti Pharma, Inc.",1.3,47683831,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",22.9,1239530971,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
ACCP,"Accelerated Pharma, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/accp
XLRN,Acceleron Pharma Inc.,57.22,2632261162,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn
ANCX,Access National Corporation,27.11,563818679.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ancx
ARAY,Accuray Incorporated,4.475,387034068.5,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",3.875,234824666.8,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx
ACER,Acer Therapeutics Inc.,30.93,310938918.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer
ACET,Aceto Corporation,2.26,69580979.44,n/a,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/acet
AKAO,"Achaogen, Inc.",3.99,180385597.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao
ACHV,"Achieve Life Sciences, Inc. ",3.17,14426685.85,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv
ACHN,"Achillion Pharmaceuticals, Inc.",3.68,509996737.6,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn
ACIW,"ACI Worldwide, Inc.",28.14,3257487160,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",14.52,449839226.8,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs
ACMR,"ACM Research, Inc.",11.13,176763098.4,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr
ACNB,ACNB Corporation,36.75,258674724,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",19.65,933056925.5,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor
ATVI,"Activision Blizzard, Inc",83.19,63424770353,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
ACXM,"Acxiom Holdings, Inc.",49.41,3837303186,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/acxm
ADMS,"Adamas Pharmaceuticals, Inc.",19.99,543537155.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,3.475,164337469.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
ADAP,Adaptimmune Therapeutics plc,13.55,900087056,66427089,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap
ADUS,Addus HomeCare Corporation,70.25,821738486.3,n/a,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",1.4153,14586287.02,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey
IOTS,Adesto Technologies Corporation,5.875,171952331.8,n/a,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots
ADIL,"Adial Pharmaceuticals, Inc",2.725,17816660.4,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil
ADILW,"Adial Pharmaceuticals, Inc",0.26,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw
ADMA,ADMA Biologics Inc,6.2,287366986.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma
ADBE,Adobe Systems Incorporated,269.95,1.31772E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe
ADOM,"ADOMANI, Inc.",0.561,40674393.94,n/a,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom
ADTN,"ADTRAN, Inc.",17.65,842596350.5,n/a,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",7.4,585042253.6,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro
ADES,"Advanced Emissions Solutions, Inc.",11.96,240543622.3,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",51.65,2020215684,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",30.89,30113808714,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
ADXS,"Advaxis, Inc.",0.9495,65985643.98,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs
ADXSW,"Advaxis, Inc.",0.035,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxsw
ADVM,"Adverum Biotechnologies, Inc.",6,376164444,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,24.89,3111250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwmc
DWSH,AdvisorShares Dorsey Wright Short ETF,25.13,5026000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwsh
ACT,AdvisorShares Vice ETF,27.0101,14855555,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/act
AEGN,Aegion Corp,25.38,820055794.1,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",9.54,209832605.3,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle
AEHR,Aehr Test Systems,2.29,50941267.55,n/a,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",1.03,20829576.7,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx
AERI,"Aerie Pharmaceuticals, Inc.",61.55,2783429672,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri
AVAV,"AeroVironment, Inc.",112.17,2684297982,n/a,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav
ARPO,"Aerpio Pharmaceuticals, Inc.",3.1,125797556.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo
AEZS,AEterna Zentaris Inc.,1.74,28606922.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",1.1801,21003712.46,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd
GNMX,"Aevi Genomic Medicine, Inc.",1.23,72989099.13,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx
AFMD,Affimed N.V.,4.35,271396795.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd
AGEN,Agenus Inc.,2.14,242423728.2,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",0.3653,12558038.28,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx
AGYS,"Agilysys, Inc.",16.3,383465356.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",77.06,4468907907,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
AGMH,AGM Group Holdings Inc.,39,831326145,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh
AGNC,AGNC Investment Corp.,18.62,8897231784,n/a,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,25.49,8831012616,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb
AGNCN,AGNC Investment Corp.,26.03,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn
AGFS,"AgroFresh Solutions, Inc.",6.21,313524034,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",0.2,0,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw
ALRN,"Aileron Therapeutics, Inc.",2.75,40527855.5,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
AIMT,"Aimmune Therapeutics, Inc.",27.26,1594095014,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
AIRT,"Air T, Inc.",33.7,68869555.9,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt
ATSG,"Air Transport Services Group, Inc",21.48,1269046713,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
AIRG,"Airgain, Inc.",13.13,129883640.6,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg
AMCN,AirMedia Group Inc,0.4295,19403843.2,45177749,2007,Technology,Advertising,https://www.nasdaq.com/symbol/amcn
AKAM,"Akamai Technologies, Inc.",73.15,12399263538,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,2.5301,38478714.65,15208377,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx
AKCA,"Akcea Therapeutics, Inc.",34.99,2999285836,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca
AKBA,"Akebia Therapeutics, Inc.",8.83,503708100.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,0.2825,26585027.49,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",12.98,1628356239,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx
AKTS,"Akoustis Technologies, Inc.",7.96,176891283.1,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts
ALRM,"Alarm.com Holdings, Inc.",57.4,2737728875,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm
ALSK,"Alaska Communications Systems Group, Inc.",1.67,88817410.26,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk
ALBO,"Albireo Pharma, Inc.",32.97,394648526.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
ABDC,Alcentra Capital Corp.,6.01,81313959.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abdc
ALDR,"Alder BioPharmaceuticals, Inc.",16.6,1132724091,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",13.825,289978269,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx
ALXN,"Alexion Pharmaceuticals, Inc.",139.01,30979650163,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn
ALCO,"Alico, Inc.",33.8,277158546.6,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco
ALGN,"Align Technology, Inc.",391.22,31422822480,n/a,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
ALIM,"Alimera Sciences, Inc.",0.99,69338026.89,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
ALJJ,"ALJ Regional Holdings, Inc.",1.72,65224319.52,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,42.39,6583810395,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
ALLK,Allakos Inc.,44.985,1894455959,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk
ABTX,"Allegiance Bancshares, Inc.",41.7,557428503,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx
ALGT,Allegiant Travel Company,126.8,2049535984,n/a,2006,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt
ALGR,Allegro Merger Corp.,9.53,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algr
ALGRR,Allegro Merger Corp.,0.4,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr
ALGRU,Allegro Merger Corp.,10.27,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru
ALGRW,Allegro Merger Corp.,0.35,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw
ALNA,"Allena Pharmaceuticals, Inc.",10.72,222463230.2,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
AMMA,"Alliance MMA, Inc.",0.276,4102180.824,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma
ARLP,"Alliance Resource Partners, L.P.",20.4,2679939718,n/a,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp
AHPI,"Allied Healthcare Products, Inc.",2.2452,9011193.272,n/a,1992,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",54.33,514780987.7,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot
ALQA,"Alliqua BioMedical, Inc.",2.27,11361826.7,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
ALLT,Allot Communications Ltd.,6.16,207680272.8,n/a,2006,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",14.25,2488190220,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx
ALNY,"Alnylam Pharmaceuticals, Inc.",87.5,8808284800,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,11.62,277286282.1,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl
GOOG,Alphabet Inc.,1193.47,8.30271E+11,n/a,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1207.08,8.39739E+11,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,26.64,26640000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",3.36,142450781.8,n/a,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec
ALPN,"Alpine Immune Sciences, Inc.",6.4099,88781999.34,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,33.176,11611666.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/swin
AMR,"Alta Mesa Resources, Inc.",4.18,1605038829,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr
AMRWW,"Alta Mesa Resources, Inc.",0.5,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww
AABA,Altaba Inc.,68.08,41222997984,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba
ALTR,Altair Engineering Inc.,43.47,3038991004,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr
ALT,"Altimmune, Inc.",4.47,6409461.48,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
ASPS,Altisource Portfolio Solutions S.A.,32.12,547354221.9,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,41.35,1214156287,n/a,2006,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc
AIMCV,Altra Industrial Motion Corp.,40.15,1178920796,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimcv
ALZH,"Alzheon, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alzh
AMAG,"AMAG Pharmaceuticals, Inc.",20,689456340,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
AMAL,Amalgamated Bank,19.28,612556139.5,n/a,2018,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal
AMRN,Amarin Corporation plc,16.25,4737889943,291562458,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",13.05,91760422.5,n/a,n/a,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk
AMZN,"Amazon.com, Inc.",2003,9.76946E+11,n/a,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",20.42,925683809.9,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",9.91,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw
AMBA,"Ambarella, Inc.",38.68,1239949327,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba
AMCX,AMC Networks Inc.,66.34,3776628265,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx
DOX,Amdocs Limited,66,9335304000,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dox
AMDA,Amedica Corporation,0.2601,3087355.528,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,124.96,3978226810,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
UHAL,Amerco,356.87,6997431304,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal
AMRH,"Ameri Holdings, Inc.",1.31,29964215.57,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh
AMRHW,"Ameri Holdings, Inc.",0.18,0,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw
ATAX,"America First Multifamily Investors, L.P.",5.65,341559043.2,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",16.02,52908518682,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AAL,"American Airlines Group, Inc.",41.33,19032845897,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal
AETI,"American Electric Technologies, Inc.",0.7105,6334916.76,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti
AFIN,"American Finance Trust, Inc.",15.14,1606708912,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin
AMNB,"American National Bankshares, Inc.",39,339745653,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,129.07,3470104902,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,15.53,844661884.4,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",33.05,542808639.1,n/a,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei
ARII,"American Railcar Industries, Inc.",46.13,880339292.1,n/a,2006,Capital Goods,Railroads,https://www.nasdaq.com/symbol/arii
AMRB,American River Bankshares,15.73,92253335.46,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
AMSWA,"American Software, Inc.",12.1101,374278759,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,6.9701,147961777.7,n/a,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc
AMWD,American Woodmark Corporation,78.45,1380269540,n/a,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",78.2,538274529.2,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt
ABCB,Ameris Bancorp,45.7,2171602853,n/a,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",61.95,1193775261,n/a,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4.35,78409150.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,28.012,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,27.35,254653470.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,207.29,1.34173E+11,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",12.08,2284749145,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold
AMKR,"Amkor Technology, Inc.",7.38,1767793274,n/a,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr
AMPH,"Amphastar Pharmaceuticals, Inc.",19.24,889974175,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph
IBUY,Amplify Online Retail ETF,51.87,555009000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibuy
ASYS,"Amtech Systems, Inc.",5.36,80334313.2,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys
AFSI,"AmTrust Financial Services, Inc.",14.51,2866845839,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afsi
AMRS,"Amyris, Inc.",7.93,399544001.9,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",92.46,34364605056,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi
ANAB,"AnaptysBio, Inc.",99.69,2396193800,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,2.72,123573149.6,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl
ANCB,Anchor Bancorp,28.4327,70627679.78,n/a,2011,Finance,Banks,https://www.nasdaq.com/symbol/ancb
ANGI,ANGI Homeservices Inc.,23.47,11297669408,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",21.74,806016478.5,n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",56.54,668798146.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
